year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzazkoa,Ez da guztiz egokia
2012,98,,,,"Mujer de 32 años con parálisis cerebral del parto que acude a Urgencias por cuadro de orinas oscuras de unos días de evolución en relación con episodio de fiebre alta y tos seca. Al ingreso se objetiva en hemograma 16900 leucocitos/mm3 (85% S, 11% L, 4% M), hemoglobina de 6.3 gr/dl; VCM 109 fl, 360000 plaquetas/mm3. En la bioquímica LDH 2408; bilirrubina 6.8 mg/dl, (bilirrubina no conjugada 6.1 mg/dl), GOT y GPT normales. En el estudio morfológico de sangre se observa anisocitosis macrocítica con frecuentes formas esferocitadas y policromatofilia sin blastos. El estudio de anticuerpos irregulares es positivo en forma de panaglutinina, dificultando la prueba cruzada. ¿Cuál sería su sospecha y el tratamiento más adecuado?","Un enunciado largo lleno de datos bastante liosos. Podemos atacar esa pregunta de dos maneras: fijándonos en los datos claves y yendo del tirón al diagnóstico que consideramos o descartando una por una. La coluria, la LDH, la presencia de panaglutinina y el estudio del frotis de sangre periférica «huelen» a anemia hemolítica. La respuesta 1 no puede ser porque una aplasia medular no explica la coluria, la elevación de LDH, ni en el estudio de anticuerpos irregulares es positivo en forma de panaglutinina; una aplasia es una insuficiencia medular que se caracteriza por una desaparición total o parcial de progenitores hemopoyéticos. Además, no se observa una pancitopenia, que es lo que nos inclinaría más por esta patología. La respuesta 2 tampoco es posible, ya que una esferocitosis no justifica la presencia de panaglutinina. La respuesta 3 es la que considero correcta: una anemia hemolítica autoinmune sí justificaría los datos que nos dan: elevación de LDH y bilirrubinemia por destrucción de los hematíes, policromatofilia, esferocitosis y anisocitosis porque la médula está trabajando a marchas forzadas para intentar compensar la anemia, que es regenerativa. El estudio de anticuerpos irregulares y la presencia de panaglutinina también es un dato a favor de esta respuesta, ya que al unirse un anticuerpo al hematíe propicia su lisis y destrucción. La chica presenta tos y fiebre, lo que concuerda con una infección respiratoria. Y el tratamiento inicial son los corticoides. Lo confirma Sans Sabrafens en su libro «Hematología clínica» [1]. La respuesta 4 da lugar a bastantes dudas; no es posible porque una anemia perniciosa no justifica la presencia de panaglutinina aunque sí justificaría la elevación de LDH y bilirrubina; además, es una hemólisis intramedular, arregenerativa, no hay reticulocitosis ni lanzamiento a la sangre de formas inmaduras en un intento de compensar y arreglar la situación. La respuesta 5 no es cierta porque no se observan blastos en sangre ni explica la presencia de panaglutinina.",[1] «Hematología clínica» de Sans Sabrafens.,HEMATOLOGÍA,,,,Aplasia medular e inmunoterapia con timoglobulina y ciclosporina.,Esferocitosis hereditaria y esplenectomía.,Anemia hemolítica autoinmune asociada a infección respiratoria y corticoides.,Anemia perniciosa e inyecciones periódicas de vitamina B12.,Leucemia aguda y quimioterapia.,3,,
2012,101,,,,"Mujer de 25 años de edad que desea quedarse embarazada y quiere saber qué tratamiento debe realizar durante el eventual embarazo, ya que es portadora del factor V Leiden en heterocigosis. Nunca ha tenido ningún fenómeno trombótico. Se realizó la determinación del mencionado factor como estudio familiar tras un episodio de embolia de pulmón en un hermano. ¿Qué tratamiento se debe aconsejar?","Al leer las respuestas, lo primero que tenemos claro es que NO se debe administrar acenocumarol a una mujer embarazada por riesgo de teratogenicidad. Al que lo haga durante la residencia se le debe castigar con 100 fonendazos en la espalda. Descartamos respuesta 5. Lo segundo: si se pone tratamiento, debe ser durante todo el embarazo, el status protrombótico no es sólo durante el puerperio, así que respuesta 2 descartada. ¿Aconsejar a una mujer que no se quede embarazada habiendo tratamientos que aseguren un bajísimo riesgo de trombosis y/o afectación fetal? Respuesta 1 descartada. Nos quedamos con la posibilidad de no dar ningún tratamiento por ser de bajo riesgo o administrar aspirina a bajas dosis. Es cierto que el factor V Leiden en heterocigosis se cataloga como de bajo riesgo, que no ha presentado episodio trombótico previo ni hay combinación con otra trombofilia; si miramos la guía CHEST, VIII edición y repasam0s lo que se dijo en el último congreso de la Sociedad Española de Ginecología y Obstetricia, vemos que la aspirina se emplea en caso de síndrome fosfolípido y que en el caso de esta mujer, sin trombosis previa, sin abortos previos (se necesitan al menos dos) y además siendo heterocigota, no es necesario el tratamiento. Respuesta correcta, la 3.",,HEMATOLOGÍA,,,,"Dado que la gestación es un estado protrombótico, existiría un alto riesgo de tromboembolia venosa, por lo que se debe desaconsejar el embarazo.","Se debe realizar tratamiento con heparina de bajo peso molecular a dosis profilácticas en el puerperio inmediato, siendo opcional realizar igualmente seguimiento durante el embarazo.",El factor V Leiden en heterocigosis es una trombofilia de bajo riesgo y no hay necesidad de ningún tratamiento en el embarazo y puerperio.,Se debe aconsejar aspirina a bajas dosis durante embarazo y puerperio.,Se debe realizar tratamiento con fármacos antivitamina K (acenocumarol) durante el embarazo.,3,,
2012,112,,,,"Un varón de 64 años consulta por fiebre, tos, disnea y dolor pleurítico derecho de 1 semana de evolución. En la Rx de tórax se aprecia un derrame pleural derecho loculado que ocupa dos terceras partes del hemitórax. Durante la toracocentesis se extrae un líquido amarillento cuyo análisis muestra: leucocitos 15,000/uL, 92% de neutrófilos, glucosa 30 mg/dl, pH 7, lactato deshidrogenasa 3500 U/L, adenosina desaminasa 45 U/L y ausencia de gérmenes en la tinción de GRAM. ¿Cuál es la siguiente acción más apropiada en este paciente?","En esta pregunta no debe haber tampoco mucha duda (por cierto, que creo que es más de Neumología que mía, pero bueno, con esto de la fiebre mi amigo Emilienko se ha desviado), puesto que la clínica orienta a un Derrame pleural paraneumónico, las características macroscópicas del líquido así lo parecen y el análisis del mismo nos muestra que además el derrame está complicado, casi a pique de ser un empiema (LDH altísima, celularidad con predominio de PMN, consumo de glucosa). Con ese pH además, (y sabiendo que el derrame ya está loculado) el tubo endotorácico está más que indicado.",,INFECTOLOGÍA,,,,Antibioticoterapia intravenosa.,Antibioticoterapia intravenosa y repetir la toracocentesis diagnóstica en 24 horas.,Antibioticoterapia intravenosa y repetir la toracocentesis diagnóstica si no hay mejoría en 48 horas.,Antibioticoterapia intravenosa y realizar una toracocentesis evacuadora (terapéutica) si se aísla algún gérmen en el cultivo del líquido pleural.,Antibioticoterapia intravenosa y colocar un tubo o catéter torácico para drenar todo el líquido pleural.,5,,
2012,117,,,,"A un joven asintotomático de 14 años cuyo padre acaba de ser diagnostica de TBC pulmonar se le realiza un Mantoux, con resultado negativo. ¿Qué actitud es la adecuada?","En los jóvenes que sean contactos, se iniciará quimioprofilaxis aunque el mantoux sea negativo y se repetirá a los 2-3 meses para decidir si se sigue tratando hasta completar 6 meses (si vira a positivo) o puede dejarla.",,INFECTOLOGÍA,,,,"Tranquilizarle, ya que no tiene ningún riesgo.",Realizarle una radiografía de tórax.,Iniciar quimioprofilaxis y repetir la prueba cutánea a los 3 meses.,Repetir la prueba cutánea al mes.,Habría que realizar el estudio de esputo antes de iniciar quimioprofilaxis con Isoniazida durante 1 año.,3,,
2012,119,,,,"Mujer de 17 años que acude a urgencias por un cuadro de fiebre elevada, dolor faríngeo y adenopatías cervicales. Previamente había sido diagnosticada de faringitis aguda y recibió tratamiento con amoxicilina, presentado posteriormente un exantema cutáneo maculoso generalizado. Se realiza analítica que presenta ligera leucocitosis con linfocitosis y presencia de linfocitos activados, ligera trombopenia y transaminasas levemente aumentadas. ¿Cuál sería el diagnóstico más probable de este cuadro clínico?","Desde luego sí que es un cuadro típico (VEB, CMV, VH6, Toxoplasma), de los que luego no veréis tan claramente en la puerta de urgencias cuando estéis de guardia. Ojo con la mala leche de la respuesta 3, pues una toxoplasmosis aguda puede comportarse así y además da un exantema macular, aunque el de esta chica es en relación con la toma de amoxicilina. Por cierto, añado un apunte, si en vez de una chica de 17 años tan clara fuera un/una joven con relaciones sexuales de riesgo, no olvidéis la primoinfección por VIH como causa de síndrome mononucleósico.",,INFECTOLOGÍA,,,,Es un cuadro típico de mononucleosis infecciosa.,Infección por virus varicela zóster.,Toxoplasmosis aguda.,Enfermedad de Lyme.,Infección por virus herpes 8.,1,,Ez dago azalpenik
2012,192,,,,Médico traumatólogo de 40 años que en una serología rutinaria se le detecta niveles de antiHBs de 30 UI/l. Refiere vacunación completa según pauta estándar frente a hepatitis B hace 4 años. Sería recomendable:,Mientras los niveles serológicos de antiHBs estén por encima de 10 UI/l no es necesario revacunar.,,MEDICINA PREVENTIVA Y EPIDEMIOLOGÍA,,,,Reiniciar pauta vacunal (0-1-6 meses).,Reiniciar pauta vacunal (0-1-2-12 meses).,No revacunar.,Darle una dosis de recuerdo o booster.,Darle inmunoglobulina anti-hepatitis B y reiniciar pauta vacunal (0-1-2-12 meses).,3,,
2012,114,,,,"Mujer de 47 años de edad. Natural de Cochabamba (Bolivia), reside en España desde hace 8 años. A mediados de 2009 comienza con palpitaciones, disnea y edemas progresivos en extremidades inferiores. Es diagnosticada de insuficiencia cardiaca secundaria a miocardiopatía por enfermedad de Chagas. ¿Cual es el agente etiológico de esta enfermedad endémica en varios paises de Latinoamérica?",La respuesta correcta es la quinta. La causa de la enfermedad de Chagas es Trypanosoma cruzi.,,MICROBIOLOGÍA,,,,Toxoplasma gondii.,Trypanosoma brucei.,Lehismania donovani.,Giardia lamblia.,Trypanosoma cruzi.,5,,
2012,223,,,,"Gestante de 27 años, 30 semanas de gestación. Acude a Urgencias por notar desde ayer dolor en región lumbar izquierda y disuria. No tiene sensación febril. Refiere infecciones del tracto urinario (ITU) reiteradas. En el análisis de orina se observan Hb 3+, leucocitos 3+, nitritos 2+, Sedimento: 15-20 leucocitos por campo y 5-10 hematíes por campo. Ante la conveniencia de instaurar un tratamiento empírico. ¿Cuál de los siguientes microorganismos es el responsable más frecuente en las gestantes?",La respuesta correcta es la primera. La causa más frecuente de infecciones urinarias es Escherichia coli y en el caso de las embarazadas también.,,MICROBIOLOGÍA,,,,Escherichia coli.,Enterococcus faecalis.,Streptococcus agalactiae.,Proteus mirabilis.,Satphylococcus saprophyticus.,1,,
2012,46,,,,"Una mujer de 58 años acude para una visita de seguimiento por diabetes mellitus e hipertensión. Se siente bien pero afirma que ha dejado de tomar el verapamilo por estreñimiento. Presenta intolerancia a los IECAs por tos. En la exploración, la tensión arterial es de 156/92 mm Hg. En la analítica incluyen una creatinina de 1.6 mg/dL, excreción de proteínas en orina de 24 horas de 1.5 g/día y un aclaramiento de la creatinina de 45 ml/min. Sobre esta base, ¿cuál es el tratamiento más eficaz para enlentecer la progresión de la nefropatía diabética tipo 2 de la paciente?","Esta pregunta es típica y bastante fácil. Los fármacos antihipertensivos que han demostrado enlentecer la progresión de la nefropatía diabética son los IECAS y los ARAII. En concreto, los bloqueadores del receptor de la angiotensina II han demostrado su eficacia en este campo para la DM tipo 2, lo que unido a los efectos secundarios que le producen los IECAS a la paciente hace que un ARAII sea el fármaco de elección. No me parece una pregunta impugnable. (Esto sin entrar en asuntos farmacoeconómicos, claro…).",,NEFROLOGÍA,,,,Inhibidor de la enzima convertidora de la angiotensina.,Bloqueador del receptor de la angiotensina.,Antagonista del calcio.,Alfa-bloqueante.,Beta-bloqueante.,2,,
2012,105,,,,"Mujer de 19 años, peso 60 kg, con deshidratación aguda por larga exposición al sol. Presión arterial tumbada 100/60 mmHg. De pie, 70/50 mmHg con sensación de mareo. Niveles de sodio sérico 155 mmol/L. ¿Cuál es el tratamiento más correcto, en las primeras 24 horas, teniendo en cuenta los datos de los que disponemos?","Esta pregunta no es fácil. La literatura disponible es algo controvertida (unas guías aconsejan usar suero glucosado, otras lo proscriben absolutamente…) por lo que he decidido basarme en el tratamiento recomendado por el Harrison, que es el manual en el que suelen basarse los examinadores del MIR. Esta chica presenta una hipernatremia por pérdidas de agua libre extrarrenales. El objetivo es reponer el agua perdida y reducir la natremia a una velocidad no superior a 12 mmol/día. Para calcular la fluidoterapia, hay que calcular primero el déficit de agua. Déf. Agua = (Natremia-140/140)xAgua corporal total. ACT = Peso en kg x 0,4 en mujeres/0,5 en varones. En este caso, el déficit de agua es: ([[tel:155-140/140|155-140/140]])x60x0,4 = 2,57 litros. Sólo hay dos respuestas que se aproximen a esta cifra, pero la 2 parece más correcta, pues es la única que cubre completamente el déficit de agua y utiliza una solución hiposódica.",Harrison.,NEFROLOGÍA,,,,"Suero salino hipertónico (3%), 500 ml + 500 ml de glucosado de 5%.","Suero hiposalino (0.45%), 3000 ml.",Suero glucosado 5% 1000 ml.,Hidratación oral con 1 litro de agua.,"Suero salino isotónico (0.9%), 2000 ml.",2,,
