kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
647,edemas,C0013604,"insuficiencia,disnea,edemas","C0231179,C0013404#C0553668,C0013604","etiología,isquémica","C1314792,C0475224"
648,"retraso del crecimiento,petequias,esplenomegalia,trombocitopenia","C0456070#C0015544#C0151686 C0456070#C0015544#C0151686 C0456070#C0015544#C0151686,C0031256,C0038002,C0040034_1","Recién nacido a término,ictericia,trombocitopenia","C0456128 C0456128 C0456128 C0456128,C0022346,C0040034_1",calcificaciones,C1533591
649,,,"contracciones,dolor abdominal","C1140999,C0000737 C0000737",,
650,,,"miedo,sensación de ahogo","C0015726#C1288289,C0008301#C0546947 C0008301#C0546947 C0008301#C0546947","cuadro,vaso-vagal","-,-"
651,hepatitis B,C0019163 C0019163,,,,
652,esclerosis múltiple,C0026769 C0026769,ataxia,C0004134,,
653,,,"Mujer,discapacidad","C0043210#C0015780#C0086418,C0231170","retraso,menarquia","-,-"
654,rinitis alérgica,C2607914 C2607914,"mujer,no embarazada","C0043210#C0015780#C0086418,C0232973 C0232973",,
655,"epilepsia,conjuntivitis,lesiones","C0014544,C0009763,C0332447#C1313971#C0221198","fiebre,odinofagia","C0015967,C0221150",desprendimiento,-
656,"lesión,endometrioma","C0332447#C1313971#C0221198,C0269102#C1536148",,,nuligesta,-
657,ganglio centinela carcinoma ductal infiltrante,C0272401#C0677944 C0272401#C0677944 C1412014#C1176475 C1412014#C1176475 C1412014#C1176475,"Mujer,comorbilidades","C0043210#C0015780#C0086418,C1275743",,
658,"bulto,cáncer de mama","C0577559,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222","Mujer,bulto","C0043210#C0015780#C0086418,C0577559",,
659,dilatación,C0012359,"Primigesta,embarazo","C0860096,C0549206#C0032961#C0549169","amniorrea,estreptococo","-,C0038402"
660,"síndrome,ovarios poliquísticos","C0012634#C0039082,C0032460 C0032460","mujer,esterilidad","C0043210#C0015780#C0086418,C0021359",de,C0332285
661,síndrome del cromosoma X frágil,C0016667 C0016667 C0016667 C0016667 C0016667,"mujer,portadora","C0043210#C0015780#C0086418,C0560175",,
662,,,"Varón,déficit","C0086582,C0162429","miope,diabetes","-,-"
663,zona,C0019360,"Mujer,mirada","C0043210#C0015780#C0086418,C0553544",,
664,,,masa mediastínica nódulo hepático,C0240318#C0025063 C0240318#C0025063 C0745761 C0745761,,
665,"secreción purulenta,prurito,otorrea","C1305623#C0333274 C1305623#C0333274,C0036262#C0033774_1,C0155540","dolor intenso,prurito,hipoacusia,signos","C0458256 C0458256,C0036262#C0033774_1,C1384666,C0311392",inflamatorios,C0333348
666,insuficiencia renal crónica vómitos,C0403447 C0403447 C0403447 C0042963,"Niño de,malestar general","C0680063 C0680063,C0234215#C0231218 C0234215#C0231218",palpitaciones,-
667,disminución,C0333668#C0547047,"dificultad respiratoria dificultad respiratoria,roncus,soplos","C0013404#C0553668 C0013404#C0553668 C0013404#C0553668 C0013404#C0553668,C0035508,C0006318#C0018808",espiración,C0231800
668,,,Niño de,C0680063 C0680063,vello,C0221988_1
669,"derivación,demencia","C1442858#C0542331,C0497327","problemas,somnoliento","C0033213,C0013144","desorientado,nervioso,delirium","-,-,-"
670,"trastorno obsesivo-compulsivo,infección","C0028768 C0028768,C0009450",niño de,C0680063 C0680063,TOC,-
671,trastorno bipolar,C0005586 C0005586,"temblor,disartria","C0040822#C1527384_1,C0013362","mioclonías,fasciculaciones","-,-"
672,escoliosis idiopática,C0595995 C0595995,signo,C0311392,premenárquica,-
673,,,"Mujer,dificultad para caminar dolor leve,debilidad,disestesias","C0043210#C0015780#C0086418,C0311394 C0311394 C0311394 C0278138 C0278138,C0424594#C0004093#C3714552,C0392699",,
674,"síncope,secuelas,hipertrofia ventricular izquierda","C0039070#C0332521_1,C0543419#C1368999,C0149721 C0149721 C0149721","síncope,secuelas,soplo sistólico ritmo sinusal","C0039070#C0332521_1,C0543419#C1368999,C0232257 C0232257 C0232201 C0232201",hipertenso,-
675,"pielonefritis aguda vómitos fibrilación auricular paroxística,síncope","C0520575 C0520575 C0042963 C0235480 C0235480 C0235480,C0039070#C0332521_1","mujer,agitación,síncope,ritmo sinusal síncope","C0043210#C0015780#C0086418,C0085631,C0039070#C0332521_1,C0232201 C0232201 C0039070#C0332521",,
676,"cirrosis hepática,deterioro","C0023890 C0023890,C1265875#C0684336#C0231171","ictericia,fiebre,deterioro","C0022346,C0015967,C1265875#C0684336#C0231171",,
677,"esteatosis hepática,hepatitis vírica","C2711227#C0015695 C2711227#C0015695,C0042721 C0042721",autoinmunidad,C0004368,"hipertransaminasemia,hipotiroideo,VHA,VHB,VHC","-,-,-,-,-"
678,linfocitosis,C0024282#C0853698,linfocitosis,C0024282#C0853698,,
679,leucemia aguda,C0085669#C1378512#C1378511 C0085669#C1378512#C1378511,"Mujer,fiebre","C0043210#C0015780#C0086418,C0015967",,
680,"epistaxis,equimosis,esplenomegalia,trombocitopenia","C0014591,C0013491,C0038002,C0040034_1","equimosis,trombocitopenia,tamaño aumentado","C0013491,C0040034_1,C0332509 C0332509",,
681,,,volumen,C0449468#C0178733,"clínica,miccional,patología","C0205210,-,C0030664"
682,"fosa,leucocitosis,neutrofilia,hematuria microscópica,pielonefritis aguda","C0332471,C0023518#C0750426,C3665444#C1282609#C0151683,C0239937 C0239937,C0520575 C0520575","Mujer,dolor,fiebre,leucocitosis,neutrofilia,piuria,deterioro de la función renal","C0043210#C0015780#C0086418,C0030193,C0015967,C0023518#C0750426,C3665444#C1282609#C0151683,C0034359,C1278220 C1278220 C1278220 C1278220 C1278220",leucocituria,-
683,"nefropatía diabética,enfermedad renal crónica","C0011881 C0011881,C0403447 C0403447 C0403447",albuminuria,C0001925#C0033687,,
684,"derrame,exudado","C0013687,C0015388#C0311437","Mujer,tos no productiva,dolor pleurítico","C0043210#C0015780#C0086418,C0850149 C0850149 C0850149,C0008033 C0008033",,
685,obstrucción,C0028778,"taquipnea,actuación","C0231835,C0699820","EPOC,exacerbaciones","-,-"
686,epilepsia mioclónica juvenil,C0270853 C0270853 C0270853,Mujer,C0043210#C0015780#C0086418,,
687,"deterioro,hematoma intraparenquimatoso hematoma occipital","C1265875#C0684336#C0231171,C2937358 C2937358 C0585123 C0585123","deterioro,hemianopsia homónima derecha,paresia facial","C1265875#C0684336#C0231171,C0271203 C0271203 C0271203,C0427055 C0427055",,
688,"síncopes,síncope","C0039070#C0332521,C0039070#C0332521_1","Mujer,crisis,síncopes,síncope","C0043210#C0015780#C0086418,C0231224,C0039070#C0332521,C0039070#C0332521_1","pérdida,epilépticas","-,-"
689,,,,,"dolor,febrícula","C1719974_3,-"
690,,,"Mujer,despierta","C0043210#C0015780#C0086418,C0234422",adormecimiento,-
691,"infarto agudo de miocardio,ausencia","C0155626 C0155626 C0155626 C0155626,C1689985#C0014553","dolor,motilidad","C0030193,C0449580#C1510470#C0678835#C0425245","frialdad,pérdida","-,-"
692,"ptosis palpebral,masa,lesión","C0005745 C0005745,C1306372#C0577559,C0332447#C1313971#C0221198","fumador,masa","C0337664,C1306372#C0577559","dolor,invasión","C1719974_3,-"
693,"traumatismo,múltiples fracturas costales,deterioro","C3263723,C0272567 C0272567 C0272567,C1265875#C0684336#C0231171",deterioro,C1265875#C0684336#C0231171,,
694,"disfagia,carcinoma epidermoide","C0232520#C0011168,C0007137 C0007137","disfagia,tumoración","C0232520#C0011168,C0577559",adenopatías,-
695,,,"Mujer,obesa,dolor abdominal","C0043210#C0015780#C0086418,C0028754,C0000737 C0000737",orinas,C0042036
696,neumonía adquirida en la comunidad derrame pleural,C0694549 C0694549 C0694549 C0694549 C0694549 C0032227 C0032227,"fiebre,dolor","C0015967,C0030193",,
697,,,"Varón,timpanismo","C0086582,C0000731#C1291077",hipofonesis,-
698,,,"debilidad,parestesias,arreflexia","C0424594#C0004093#C3714552,C0030554,C0234146",,
699,"hemorragia subaracnoidea,sangrado,hemiparesia","C0038525 C0038525,C0019080,C0018989",sangrado,C0019080,alteración,-
700,fibrilación auricular cardiopatía isquémica,C0004238 C0004238 C0002962#C0151744 C0002962#C0151744,"Mujer,caída,dolor intenso","C0043210#C0015780#C0086418,C0085639,C0458256 C0458256","EPOC,HTA,dislipemia,acortamiento","-,-,-,C0441636"
701,"obesidad,diabetes mellitus tipo 2 hipertensión arterial","C0028754#C0451819#C1563743,C0011860 C0011860 C0011860 C0011860 C0020538 C0020538","Mujer,dolor difuso","C0043210#C0015780#C0086418,C0030193 C0520963","dislipemia,dolor,trauma,globulosa,varo,osteofitos,pinzamiento","-,C1719974_3,-,-,-,-,-"
702,"deformidad en dorso de tenedor,impotencia,lesión","C0264141 C0264141 C0264141 C0264141 C0264141,C0242350,C0332447#C1313971#C0221198","Niño de,impotencia","C0680063 C0680063,C0242350",,
703,"tumefacción,impotencia","C0038999,C0242350","Mujer,obesa,caída,dolor,tumefacción,impotencia","C0043210#C0015780#C0086418,C0028754,C0085639,C0030193,C0038999,C0242350",,
704,dolor lumbar,C0024031 C0024031,claudicación,C1456822#C0311395,,
705,"fractura de la tibia fractura oblicua,atrófica,supuración,zona","C0040185 C0040185 C0040185 C0040185 C0332711 C0332711,C0333641#C0037154,C0012621,C0019360","Mujer,caída","C0043210#C0015780#C0086418,C0085639","diabética,hipertensa,herida","-,-,-"
706,pielonefritis aguda,C0520575 C0520575,"Varón,alucinaciones,discurso incoherente","C0086582,C0018524,C0700129 C0700129",,
707,"erupción cutánea,costras","C0015230 C0015230,C0205204","Mujer,dolor moderado","C0043210#C0015780#C0086418,C0030193 C0278139",dermatoma,C0392338
708,,,,,"morbimortalidad,episodios,cardiovasculares,diabetes","-,C0332189,-,-"
709,"hematuria franca,hematuria","C0473237 C0473237,C0018965","Varón,tira,hematuria","C0086582,C0580846#C1321564,C0018965",,
710,valvulopatía,C0018824,"insuficiencia,soplo holosistólico","C0231179,C0232258 C0232258",,
711,"lesión,zona","C0332447#C1313971#C0221198,C0019360","Mujer,debilidad,dolor articular,palidez","C0043210#C0015780#C0086418,C0424594#C0004093#C3714552,C0003862 C0003862,C0030232#C1275397",,
712,"esclerodermia,fenómeno,de,Raynaud,esclerodactilia,edemas","C0036421#C0011644,C0034735#C1282916_1,C0034735#C1282916_2,C0034735#C1282916_3,C0150988,C0013604","fenómeno,de,Raynaud,reflujo gastroesofágico,disnea,edemas,ortopnea paroxística nocturna","C0034735#C1282916_1,C0034735#C1282916_2,C0034735#C1282916_3,C0017168 C0017168,C0013404#C0553668,C0013604,C0085619 C1956415 C1956415","telangiectasias,elevación","-,C0439775"
713,infección por VIH herpes zoster,C0019693 C0019693 C0019693 C0019360 C0019360,,,"efectos,adversos","C1704419#C1280500#C1280519,-"
714,parálisis facial,C0376175#C0015469 C0376175#C0015469,"varón,debilidad,fiebre,cefalea,pesar,fluctuante,dolor articular","C0086582,C0424594#C0004093#C3714552,C0015967,C0018681,C1879338#C0018235,C0231240,C0003862 C0003862",artromialgias,-
715,"microhematuria,nódulos","C0239937,C0028259",proteinuria,C0033687_1,"deterioro,expectoración","C1279889_1,C0232515#C0038056"
716,"vómitos,síndrome,disminución,ataxia cerebelosa","C0042963_1,C0012634#C0039082,C0333668#C0547047,C0007758 C0007758","Varón,déficit,alteración de la conducta,cefalea,somnolencia,paraparesia espástica","C0086582,C0162429,C0233514 C0233514 C0233514 C0233514,C0018681,C2830004,C0037771 C0037771","alteración,gripal","-,-"
717,diabetes mellitus tipo 2 insuficiencia renal crónica,C0011860 C0011860 C0011860 C0011860 C0403447 C0403447 C0403447,insuficiencia,C0231179,EPOC,-
718,"purulenta,neumonía","C0439665,C0032285#C3714636","fiebre,tos,disnea,confusión","C0015967,C0010200_1,C0013404#C0553668,C0009090","expectoración,crepitantes","C0232515#C0038056,-"
719,"hipertensión arterial,derivaciones,derrame pericárdico","C0020538 C0020538,C1442858#C0542331,C0031039#C0349077 C0031039#C0349077","fiebre,dolor retroesternal se inclina,mal pronóstico","C0015967,C0151826 C0151826 C0700231 C0700231,C0278252 C0278252","mal,control,elevación,alteración","C0205169,C2587213,C0439775,-"
720,con infección,C0439663 C0439663,,,VIH,C0458074#C0019682_1
721,náuseas y vómitos,C0027498 C0027498 C0027498,"dolor epigástrico,lúcido","C0232493 C0232493,C0556994",,
722,anemia,C0002871#C0221395#C1510654,"astenia,anorexia,hallazgos,masa retroperitoneal","C0004093#C3714552,C1971624,C0243095,C0267771 C0267771","febrícula,periaortitis","-,-"
723,deterioro,C1265875#C0684336#C0231171,"deterioro,astenia,anorexia,pérdida de peso,líquido,presión","C1265875#C0684336#C0231171,C0004093#C3714552,C1971624,C0043096#C1285591 C0043096#C1285591 C0043096#C1285591,C0444611#C1304698#C1697794#C0302908#C1704353,C0460139",febrícula,-
724,,,"Mujer,disuria,poliaquiuria,fiebre,escalofríos,taquipneica","C0043210#C0015780#C0086418,C0013428,C0042023,C0015967,C0234192#C0085593#C0424790,C0231835","dislipemia,deterioro,gravedad,taquicárdica","-,C1279889_1,C0282189#C0439793,-"
725,,,"torpeza,cefalea,disnea","C0233844,C0018681,C0013404#C0553668",,
726,,,relleno capilar,C0425716 C0425716,,
727,"lupus eritematoso sistémico,enfermedad","C0024141 C0024141 C0024141,C0012634#C0039082","Mujer,poliartralgias","C0043210#C0015780#C0086418,C0162296",febrícula,-
728,"sangrado,tumor","C0019080,C0027651","dolor abdominal,tumoración abdominal","C0000737 C0000737,C0000734 C0000734",,
729,"angioedema,urticaria,diabetes mellitus tipo 2 hipertensión arterial,enfermedad de Parkinson","C0002994,C0221232#C0042109_1,C0011860 C0011860 C0011860 C0011860 C0020538 C0020538,C0030567 C0030567 C0030567",,,"aparatoso,alergia,dislipemia","-,C0020517,-"
730,tabaquismo,C0040332#C0040336#C1306274#C0425291_1,"Mujer,gonalgia","C0043210#C0015780#C0086418,C0231749",,
731,fibrilación auricular,C0004238 C0004238,Mujer,C0043210#C0015780#C0086418,ictus,-
732,lesión,C0332447#C1313971#C0221198,hipoestesia,C0020580#C0028643,,
733,maloclusión,C0024636,,,"traumatismo,dificultad","C0441718_1,C1299586#C0332218"
734,,,"niño de,escalofríos,estridor,disnea","C0680063 C0680063,C0234192#C0085593#C0424790,C0038450,C0013404#C0553668","voz,apagada,babeo","C0314720,-,-"
735,"distonía,disfonía espasmódica","C0013421#C0393593,C0264588 C0264588","Mujer,habla entrecortada temblor,distonía","C0043210#C0015780#C0086418,C0234518 C0234518 C0040822#C1527384,C0013421#C0393593",estrangulada,-
736,zona,C0019360,"mujer,dolor intenso,diarrea","C0043210#C0015780#C0086418,C0458256 C0458256,C0011991","menstruaciones,náuseas","C0025344#C0227854,-"
737,,,mujer,C0043210#C0015780#C0086418,,
738,"aborto espontáneo,proliferación","C0000786 C0000786,C0334094","mujer,embarazo,sangrado vaginal,dolor","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0426196 C0426196,C0030193",,
739,diabetes gestacional,C0085207 C0085207,Mujer,C0043210#C0015780#C0086418,,
740,"hematuria macroscópica,edemas,infección","C0473237 C0473237,C0013604,C0009450","Varón,cefalea,astenia,edemas","C0086582,C0018681,C0004093#C3714552,C0013604",dolor,C0423651_2
741,exantema,C0015230,,,"manchas,rojas,pruriginoso","-,C1260956,C0439707"
742,"vómitos,disminución,anemia,hemorragias retinianas hematoma subdural,lesiones","C0042963_1,C0333668#C0547047,C0002871#C0221395#C1510654,C0035317 C0035317 C0018946 C0018946,C0332447#C1313971#C0221198","letargia,incapacidad,pesar","C0023380,C0231172,C1879338#C0018235",,
743,deterioro,C1265875#C0684336#C0231171,deterioro,C1265875#C0684336#C0231171,"episodio,depresivo","C0332189,-"
744,"Le,ausencias","C1292157#C0409974,C1689985#C0014553","irritabilidad,apatía,Le,comportamientos,déficit","C0022107,C0085632,C1292157#C0409974,C0004927,C0162429",,
745,deterioro,C1265875#C0684336#C0231171,"fiebre,cefalea,rigidez de nuca,pleocitosis","C0015967,C0018681,C1320474#C0151315 C1320474#C0151315 C1320474#C0151315,C0151857","hiperproteinorraquia,hipoglucorraquia","-,-"
746,diabetes mellitus tipo 2,C0011860 C0011860 C0011860 C0011860,"Mujer,ansiedad,sacudidas","C0043210#C0015780#C0086418,C0003467,C0040822#C1527384",,
747,,,"dificultad para encontrar las palabras alteración de la memoria,conducta","C0564227 C0564227 C0564227 C0564227 C0564227 C0233794#C0002622 C0233794#C0002622 C0233794#C0002622 C0233794#C0002622,C0004927","alteración,circunloquios,pausas,anómicas","-,-,-,-"
748,,,"Mujer,dolor lancinante capaz de lavarse,dolor","C0043210#C0015780#C0086418,C0278141#C0458257 C0278141#C0458257 C0562747 C0562747 C0562747,C0030193",,
749,"leucocitosis,neutrofilia","C0023518#C0750426,C3665444#C1282609#C0151683","fiebre,cefalea,confusión,crisis epiléptica,neutrofilia,líquido","C0015967,C0018681,C0009090,C0036572#C0014544 C0036572#C0014544,C3665444#C1282609#C0151683,C0444611#C1304698#C1697794#C0302908#C1704353","enfermedad,microorganismos","C0455686_3,C0445623"
750,múltiples fracturas costales derrame pleural,C0272567 C0272567 C0272567 C0032227 C0032227,"Varón,dolor en hemitórax izquierdo,líquido","C0086582,C0541828 C0541828 C0541828 C0541828,C0444611#C1304698#C1697794#C0302908#C1704353","hipofonesis,matidez,hemático","-,-,-"
751,"coma,hipertensión arterial diabetes mellitus,enfermedad crónica,desnutrición","C0009421,C0020538 C0020538 C0011849 C0011849,C0008679 C0008679,C0162429","coma,hábitos,signos","C0009421,C0018464,C0311392",tóxicos,-
752,,,"varón,pulso filiforme,signos","C0086582,C0232132 C0232132,C0311392","pálido,sudoroso","C1971630#C0017651,-"
753,"migraña,erupción cutánea náuseas y vómitos","C0149931,C0015230 C0015230 C0027498 C0027498 C0027498","mujer,disnea","C0043210#C0015780#C0086418,C0013404#C0553668",ronquera,-
754,"Le,zona","C1292157#C0409974,C0019360","caída,Le,disestesia","C0085639,C1292157#C0409974,C0392699",,
755,"lumbalgia,traumatismo","C0024031,C3263723",déficit neurológico,C1392205#C0521654 C1392205#C0521654,patología,C0030664
756,,,"molestias,dolor,entumecimiento,sensibilidad","C0231218,C0030193,C0028643,C1264642#C0439823#C0312418",anomalías,-
757,induración cutánea,C0241075 C0241075,"reflujo gastroesofágico,exposición al frío,dolor articular,malestar general,taquicardia","C0017168 C0017168,C0231275 C0231275 C0231275,C0003862 C0003862,C0234215#C0231218 C0234215#C0231218,C0039231_1",,
758,"exposición,lesiones,lupus eritematoso cutáneo subagudo","C0274281,C0332447#C1313971#C0221198,C0024140 C0024140 C0024140 C0024140","Recién nacido,poliartralgias","C0021289#C2239178 C0021289#C2239178,C0162296",filiadas,-
759,"edemas,disminución,leucopenia","C0013604,C0333668#C0547047,C0023530#C0750394","Mujer,edemas,diuresis,fiebre,rash malar","C0043210#C0015780#C0086418,C0013604,C0012797,C0015967,C0277942 C0277942",,
760,amaurosis fugaz,C0149793 C0149793,"Varón,cefalea,claudicación,engrosamiento,ausencia de pulso","C0086582,C0018681,C1456822#C0311395,C0205400,C0277899 C0277899 C0277899","hipertenso,deterioro","-,C1279889_1"
761,"infección,punción,granulomas","C0009450,C0033119,C0018188",fiebre,C0015967,"VIH,adenopatías,bacilos,ácido-alcohol","-,-,C0004587,-"
762,hipertrofia ventricular izquierda,C0149721 C0149721 C0149721,"varón,disnea de esfuerzo,dolor,soplo sistólico ritmo sinusal","C0086582,C0231807 C0231807 C0231807,C0030193,C0232257 C0232257 C0232201 C0232201","tóxicos,dilatada","-,-"
763,"infarto de miocardio,oclusión,bloqueo de rama","C0027051 C0027051 C0027051,C0028778,C0006384 C0006384 C0006384","varón,fumador,lesión única,ritmo sinusal,pesar","C0086582,C0337664,C0577304 C0577304,C0232201 C0232201,C1879338#C0018235","diabético,elevación,NYHA","-,C0439775,-"
764,síncope bloqueo auriculoventricular completo,C0039070#C0332521 C0151517 C0151517 C0151517,"mujer,síncope","C0043210#C0015780#C0086418,C0039070#C0332521_1",alteraciones,-
765,"hipertensión arterial síndrome de Sjögren,estenosis","C0020538 C0020538 C1527336#C0086981 C1527336#C0086981 C1527336#C0086981,C0009814#C1261287","Varón,pérdida de peso dolor abdominal","C0086582,C0043096#C1285591 C0043096#C1285591 C0043096#C1285591 C0000737 C0000737",,
766,"obesidad,migraña","C0028754#C0451819#C1563743,C0149931","Mujer,registros","C0043210#C0015780#C0086418,C0079809#C0421433",,
767,diabetes mellitus tipo 2,C0011860 C0011860 C0011860 C0011860,"fumador,dolor","C0337664,C0030193",dislipemia,-
768,hipertensión arterial,C0020538 C0020538,"Varón,persistencia,pesar,mialgias,engrosamiento","C0086582,C0546816,C1879338#C0018235,C0231528,C0205400","diabetes,IMC","-,C1305855"
769,tuberculosis pulmonar,C0041327 C0041327,,,,
770,"enfermedad pulmonar obstructiva crónica,purulenta,infiltrado,derrame pleural","C0024117 C0024117 C0024117 C0024117,C0439665,C0332448,C0032227 C0032227","Mujer,fiebre,tos,tensión,líquido pleural purulento","C0043210#C0015780#C0086418,C0015967,C0010200_1,C0038435,C0427809 C0427809 C0427809","empeoramiento,expectoración,hipofonesis","-,C0232515#C0038056,-"
771,"disminución,lesión","C0333668#C0547047,C0332447#C1313971#C0221198",tos,C0010200_1,"enolismo,sudación","-,-"
772,"lesión,lesiones,vesículas","C0332447#C1313971#C0221198,C0332447#C1313971#C0221198,C0333262","Mujer,cólico renal,líquido","C0043210#C0015780#C0086418,C0152169 C0152169,C0444611#C1304698#C1697794#C0302908#C1704353","calcificación,cistoadenoma","C1533591,-"
773,"fosa,leucocitosis,sangre oculta en heces,divertículos,lesiones","C0332471,C0023518#C0750426,C0266813 C0266813 C0266813 C0266813,C0012817#C1510475,C0332447#C1313971#C0221198","Varón,dolor abdominal,diarrea,fiebre,leucocitosis,dolor a la palpación","C0086582,C0000737 C0000737,C0011991,C0015967,C0023518#C0750426,C0234233 C0234233 C0234233 C0234233","productos,patológicos,afectación,irritación","-,C1521733,-,C0441723"
774,"colesterolosis,dilatación","C0333577,C0012359","Varón,ictericia,dolor abdominal pérdida de peso prurito generalizado,hígado normal","C0086582,C0022346,C0000737 C0000737 C0043096#C1285591 C0043096#C1285591 C0043096#C1285591 C0475858 C0475858,C0577059 C0577059","coluria,acolia","-,-"
775,infiltrado,C0332448,"Mujer,diarrea,acuosa","C0043210#C0015780#C0086418,C0011991,C0443350","hipertensa,lumbociática,inflamatorio","-,-,C0333348"
776,"diverticulitis,colitis por Clostridium difficile","C0012813,C0238106 C0238106 C0238106 C0238106","fiebre,diarrea","C0015967,C0011991",,
777,"estreñimiento,gangrena,peritonitis","C0009806,C0017086,C0031154","estreñimiento,distensión abdominal,signo,signos","C0009806,C0000731 C0000731,C0311392,C0311392",,
778,"úlcera péptica,hemorragia digestiva alta","C0030920 C0030920,C0041909 C0041909 C0041909",dolor epigástrico,C0232493 C0232493,,
779,"mioma,estreñimiento,abultamiento,rectocele","C0027086,C0009806,C0038999,C0149771#C1306265","Mujer,estreñimiento","C0043210#C0015780#C0086418,C0009806",,
780,diabetes mellitus tipo 2,C0011860 C0011860 C0011860 C0011860,"Mujer,pesar,aumento de peso","C0043210#C0015780#C0086418,C1879338#C0018235,C0043094 C0043094 C0043094","mal,control","C0205169,C2587213"
781,"edemas,microhematuria,hipoalbuminemia,hipercolesterolemia","C0013604,C0239937,C0239981,C0020443","edemas,proteinuria,función renal normal","C0013604,C0033687_1,C0232805 C0232805 C0232805",,
782,"enfermedad renal crónica,hiperpotasemia","C0403447 C0403447 C0403447,C0020461",debilidad general,C0004093#C3714552 C0004093#C3714552,"ERC,alteraciones","-,-"
783,anemia hemolítica,C0002871#C0221395#C1510654 C0002878,mujer,C0043210#C0015780#C0086418,,
784,,,"Mujer,astenia,palidez,soplo pansistólico","C0043210#C0015780#C0086418,C0004093#C3714552,C0030232#C1275397,C0232258 C0232258",subictericia,-
785,,,varón,C0086582,,
786,"síndrome,neoplasia endocrina múltiple,nódulo,nódulos,lesiones,proliferación,depósitos,amiloide,hendiduras,metástasis","C0012634#C0039082,C0027662#C0311355 C0027662#C0311355 C0027662#C0311355,C0028259,C0028259,C0332447#C1313971#C0221198,C0334094,C0442627#C0333562,C0011560,C0332469,C2939419#C0013930","Mujer,portadora","C0043210#C0015780#C0086418,C0560175","mutación,calcificaciones,de,pseudoinclusiones","-,C1533591,C0332285,-"
787,"traumatismo,fractura","C3263723,C0016658",,,,
788,"neumotórax,derrame","C0032326,C0013687","fumadora,disnea","C0337664,C0013404#C0553668",,
789,"lesiones,sedimento","C0332447#C1313971#C0221198,C0333562","Varón,astenia,pérdida de peso,hipoestesia","C0086582,C0004093#C3714552,C0043096#C1285591 C0043096#C1285591 C0043096#C1285591,C0020580#C0028643","febrícula,dolorosas","-,-"
790,micosis sistémica,C0343954#C0553576#C0085082 C0343954#C0553576#C0085082,insuficiencia,C0231179,,
